uid	score
2231304670	0.156474203921196
2466189171	1.308251251648139
2192477788	0.17034300496872729
890485683	1.8272526609535533
2059636454	0.45870839945993414
1804054313	0.5908313058565824
4696408971	1.7015997295006073
2383818134	0.1770528936007405
3406565636	0.15907950951224953
4324320632	0.16206370302332507
1569328008	0.17599663143684136
4558557662	0.7664907383381641
1398673307	0.18418710644696118
405348907	1.3128127365511943
4496057672	0.6286972630738233
1595147994	0.18239297610886918
1426482317	0.19579083950765275
3819242845	0.19584038104705442
4094012573	0.18400327484999673
1058646148	0.1703575907953106
2077220514	0.7047151666972082
4672000244	0.15625998919148404
2161402375	0.1646690086143784
1605537753	0.18727471271990265
1227887818	0.2014298801491835
2583706680	0.21284050169293112
3893280268	2.659887784568373
4781638266	0.2011519578398968
4289894340	0.2528797816229562
4077579883	0.45062070213160754
1775401391	0.17890867329587928
1873266533	0.9942458396261202
2725959931	0.3722263002648294
1689349895	0.17323467694153016
827127910	0.1959276173641828
4326425216	0.466845638327662
4410086059	0.18722517118050097
3513032406	0.23239437760162507
4695237016	0.2914053244631076
1455821988	0.17594708989743968
3363187142	0.18759603481447057
4937275309	0.4834810066935118
3912920476	0.1477868424026047
4707259400	0.1712144497141584
413324080	1.278405841563684
1400105081	0.4526409293589797
1335540472	0.18465482130226601
4338617587	1.1004266821792457
1938231501	0.1703575907953106
368016617	0.49280639957823147
2437954750	2.6457180313125077
3812985947	0.44982140903821444
3022313461	0.164932764883492
1192825550	0.1704151566207649
2399349887	0.47870879797440513
1425216269	0.18808203009934876
2881198698	0.17316252528949255
2270863638	0.1646690086143784
688331319	0.17621084616655308
2179848408	0.2176582963129592
3383265361	0.4757326287493817
1581878260	0.18494990137436063
2914415985	0.47651867333001935
3087830980	0.15907950951224953
1718232231	1.214984514011101
4829016404	0.1693752022544004
2161876390	0.19660877204461885
1232016825	0.4793019006241388
4620345638	0.1885205613905006
3913848915	0.16780985102971158
4503900295	0.18397902604778638
1876755285	0.607203089702365
2545143132	0.20725231617537315
3404346135	0.17573960193269622
2537505851	0.18184988680808384
4030923272	0.16753807047454533
3955765485	0.5177204359945754
2237710360	0.17599663143684136
3233719529	0.17599663143684136
3147159870	0.18456229976399335
2818321874	0.17887371758306092
410780078	0.17685349035568892
3174191244	0.46552656470249476
731043325	0.2028739787667042
307200045	0.1689862584858171
2589753710	0.44780118181084266
1821184917	2.807498881207565
3036358065	0.14780142822918801
1746184618	0.6713802920510128
1302265016	0.18885668941676365
2971913348	0.19328154354651822
2661226081	0.1926724900726322
3683080586	1.078946459943578
1916302055	0.1987575606885325
1724083464	0.17566108045051654
1985898461	0.16482565751863604
808295301	0.6555738231264178
4075191173	0.4639190106420408
3640409156	0.1761613046271514
142001189	0.9287658537205785
2449681881	0.21177976400963044
3896733564	0.1703575907953106
4058947797	0.16753807047454533
17596400385426	0.1618990298330148
3958638277	0.4390067129273952
823216901	0.17855016138407143
67332860	0.4838966098962454
1996154761	0.19237658051039708
3399253954	0.15907950951224953
17596400589816	0.45588887913916887
2219818645	0.17762583696879758
1522608812	0.9934372532905305
3444457364	1.3059043221155324
4046186127	0.17600403972851864
4405635965	2.730746656221475
4293601804	0.19579766182531155
599006246	0.47512538147786426
4118429810	0.17621084616655308
3387445489	0.5126869986011937
2078946365	0.18326025031467696
4797020055	0.16200613719787077
812460914	0.6310296131976431
3005445355	0.46428987427601043
442924275	0.47844504170529145
4743357824	0.6183743999505852
4061314702	0.1957628322185434
3699507533	0.19040096930865252
981995545	1.0646907966943653
2506696893	0.16184948829361312
1434771271	0.18327000580082053
4355969499	0.15344046887071877
2501325465	0.46328062985008933
3201012247	1.1417919097567375
3306320328	0.156474203921196
4264955102	1.447667534750704
3536428339	0.1760891529751138
1939033272	0.5742646826420132
894361172	0.23246458770180134
2231291804	0.45128511477452493
1364454027	0.18727471271990265
2422400339	0.17969031863910345
4626435926	0.16753807047454533
3501452604	0.4586508336344799
2854376987	0.19573327368219845
4578265633	0.2329706309867457
2878001160	1.0758475787077655
1637907409	0.18326025031467696
1488549096	1.6128984132049449
4504348476	0.18451275822459168
2974044806	0.18151017137906728
4876871551	0.14493236636902107
1287762041	0.4924355359442618
2577827989	2.0438027598214066
1669601029	1.236663018542464
3893515317	0.17458346727001017
976717762	0.20248409628604547
889532249	2.1161596569131715
17596388089188	0.1816356720783719
3471305722	0.16482565751863604
812261745	2.6367960851779704
1483802846	0.17599663143684136
1593542854	0.28021184031893814
3121702943	0.18353046731431338
4161346687	0.18770314217932654
1831997463	0.16471855015378006
1369708914	0.16753807047454533
3212402375	2.633655242762637
821196802	1.923627271308679
731119723	0.16748852893514365
903358872	0.18326025031467696
1632208448	0.15902996797284785
2572020495	0.20671879437182034
2723195091	0.46871841110582646
1699900186	0.44189838490019806
1767489824	0.17030804925590892
4679612645	0.19252729654794115
2796721592	0.19291375336143318
465249141	0.24262618518103257
1972950912	0.1806522057757436
3034264349	0.17599663143684136
3378830587	0.4501776868456003
4127674155	0.19302086072628916
3323986861	1.0603678353702095
1437081973	0.17227050510946573
2731085741	0.21326602216051532
2468152812	2.6532039691909
945065290	0.22812208279104212
883272546	0.19798499150520288
1577018737	0.27156297906211324
2663681945	0.18445519239913738
4626791516	1.2314727863621986
75805211	0.20821697337957262
2340815198	0.1939983550195553
1270038708	0.16471855015378006
4653538623	0.17030804925590892
3469561536	0.17017371046417185
886160023	0.20471098415777872
2998824413	0.17328421848093184
824465692	0.2074959726179944
4107362561	0.1960128382148023
728879336	1.0345942624305526
2437049501	0.1861287340598139
2382130063	0.17855168217648876
2608087672	0.1731275695766742
2809176123	0.4443965831263954
1713434669	0.6304418093999004
1626110465	0.17928201803046445
4673402494	0.17095069344504477
3947712104	0.17030804925590892
1232448924	0.18770314217932654
3604744503	0.4608276968516285
1706661408	1.104985219016337
3478354172	0.4696651586484273
2992901288	0.17594708989743968
3529722193	0.16902006876903486
2053818359	1.3100565292258854
